[
2	 , 8082	 , 150	 , -0.64907862017039, 
2	 , 8460	 , 150	 , -0.5134185864790236, 
4	 , 16872	 , 150	 , -0.6656021520354947, 
4	 , 16074	 , 150	 , -1.7174041873751782, 
4	 , 16596	 , 150	 , -0.09161008583716136, 
4	 , 16254	 , 150	 , -1.8248335675192364, 
4	 , 16722	 , 150	 , -2.994595621867374, 
4	 , 16416	 , 150	 , -0.2069799253210874, 
4	 , 17172	 , 150	 , -1.0117751133184583, 
4	 , 16812	 , 150	 , -1.006981363891797, 
4	 , 16146	 , 150	 , -0.37757525041793716, 
4	 , 16182	 , 150	 , -1.802657841183875, 
4	 , 16470	 , 150	 , -0.0774038510997245, 
4	 , 16146	 , 150	 , -2.3481397538807456, 
4	 , 16038	 , 150	 , -1.6567576954919616, 
4	 , 16614	 , 150	 , -0.46562234579829576, 
4	 , 16776	 , 150	 , -0.9019073567215241, 
4	 , 16098	 , 150	 , -2.061365867300888, 
4	 , 16812	 , 150	 , -0.5069418659995591, 
4	 , 16596	 , 150	 , -0.06923993962056142, 
4	 , 16596	 , 150	 , -0.4597803036917433, 
4	 , 17316	 , 150	 , -1.4265437985607923, 
4	 , 16560	 , 150	 , -1.8573120168662058, 
4	 , 16452	 , 150	 , -4.0409925917079645, 
4	 , 16290	 , 150	 , -4.842640523701557, 
4	 , 16848	 , 150	 , -0.09545503616739162, 
4	 , 16794	 , 150	 , -3.8329988444267573, 
4	 , 16218	 , 150	 , -1.0401273886574791, 
4	 , 16632	 , 150	 , -0.7774530566925171, 
4	 , 16884	 , 150	 , -5.571972194305692, 
4	 , 16548	 , 150	 , -0.03440405501152702, 
4	 , 16128	 , 150	 , -0.37452660753861355, 
4	 , 16992	 , 150	 , -0.6714695967956242, 
4	 , 16416	 , 150	 , -0.13293165058781684, 
4	 , 16326	 , 150	 , -1.066051226659194, 
4	 , 16398	 , 150	 , -0.27216254615920804, 
4	 , 16866	 , 150	 , -0.14826866495846375, 
4	 , 16758	 , 150	 , -0.0908477264132238, 
4	 , 16776	 , 150	 , -0.8488515778633681, 
4	 , 16794	 , 150	 , -1.2508824748994924, 
4	 , 16686	 , 150	 , -0.49620130633074244, 
4	 , 16650	 , 150	 , -4.66211308321653, 
6	 , 25278	 , 150	 , -0.5033937741701887, 
6	 , 25080	 , 150	 , -0.9357538184739522, 
6	 , 25164	 , 150	 , -2.881795749499152, 
6	 , 24912	 , 150	 , -0.017731968960842028, 
6	 , 25488	 , 150	 , -2.948209855710992, 
6	 , 24102	 , 150	 , -1.7615469712633338, 
6	 , 24954	 , 150	 , -0.10348481936966075, 
6	 , 24414	 , 150	 , -4.461328182677325, 
6	 , 24282	 , 150	 , -1.8002901452174471, 
6	 , 24666	 , 150	 , -0.5377951978506457, 
6	 , 25368	 , 150	 , -3.7085001378683353, 
6	 , 24984	 , 150	 , -5.630823922745184E-5, 
6	 , 25140	 , 150	 , -7.8075127626094E-4, 
6	 , 25128	 , 150	 , -4.481699187418204, 
6	 , 25092	 , 150	 , -1.4448234812403375, 
6	 , 25614	 , 150	 , -0.8666752712855317, 
6	 , 25254	 , 150	 , -0.1786487474276624, 
6	 , 24606	 , 150	 , -0.30822137267597427, 
6	 , 25398	 , 150	 , -0.5411029800697961, 
6	 , 24792	 , 150	 , -0.05971491558945276, 
6	 , 24030	 , 150	 , -2.2594136214739575, 
6	 , 25200	 , 150	 , -0.4491259574769937, 
6	 , 25452	 , 150	 , -1.3020588011075582, 
6	 , 24066	 , 150	 , -7.647162783249362, 
6	 , 24264	 , 150	 , -2.8818235886742367, 
6	 , 24906	 , 150	 , -1.066051226659194, 
6	 , 25260	 , 150	 , -0.19538609063492374, 
6	 , 25146	 , 150	 , -0.7763984514496807, 
6	 , 24792	 , 150	 , -3.145178412826304, 
6	 , 24570	 , 150	 , -0.0035698050492251544, 
6	 , 25560	 , 150	 , -0.9724521420455325, 
6	 , 24264	 , 150	 , -0.23493640363117677, 
6	 , 24930	 , 150	 , -0.0022886736902290117, 
6	 , 24966	 , 150	 , -1.4322106516433686, 
6	 , 24084	 , 150	 , -1.667671557377905, 
6	 , 24696	 , 150	 , -2.108067713469096, 
6	 , 25344	 , 150	 , -4.02215277173341, 
6	 , 24174	 , 150	 , -3.7637618529575527, 
6	 , 24048	 , 150	 , -1.7089609083158936, 
6	 , 25524	 , 150	 , -0.8465837350265906, 
10	 , 41634	 , 150	 , -0.18925796840209055, 
10	 , 42180	 , 150	 , -1.517663556604097, 
10	 , 40410	 , 150	 , -0.2225298398656409, 
10	 , 41598	 , 150	 , -0.0900253952570677, 
10	 , 41454	 , 150	 , -2.108223995322756, 
10	 , 41760	 , 150	 , -0.4988630859025582, 
10	 , 41190	 , 150	 , -0.6833652383682229, 
10	 , 41610	 , 150	 , -0.6425612957677801, 
10	 , 40464	 , 150	 , -1.0401273886574791, 
10	 , 40740	 , 150	 , -0.6505695407227305, 
10	 , 41184	 , 150	 , -0.2829040250073802, 
10	 , 40368	 , 150	 , -0.37452660753861355, 
10	 , 41784	 , 150	 , -0.006455917791557012, 
10	 , 41826	 , 150	 , -0.11366054246522497, 
10	 , 41208	 , 150	 , -0.03482636404185561, 
10	 , 41808	 , 150	 , -0.8834921155914424, 
10	 , 40392	 , 150	 , -0.3354595223324025, 
10	 , 41802	 , 150	 , -0.06630987030607886, 
10	 , 41010	 , 150	 , -0.31203942704381005, 
10	 , 41142	 , 150	 , -0.5895380080592486, 
10	 , 40254	 , 150	 , -0.37351478791086984, 
10	 , 41496	 , 150	 , -0.0013891720958463048, 
10	 , 40068	 , 150	 , -1.6331977958651953, 
10	 , 41514	 , 150	 , -0.3732231990028907, 
10	 , 41400	 , 150	 , -2.1677119315328497, 
10	 , 40926	 , 150	 , -0.346975596047181, 
10	 , 40818	 , 150	 , -0.01893259897704272, 
10	 , 41796	 , 150	 , -1.0563062179636897, 
10	 , 41790	 , 150	 , -0.7778817454265109, 
10	 , 41742	 , 150	 , -0.8942776200598889, 
10	 , 40386	 , 150	 , -1.8415637590952845, 
10	 , 40302	 , 150	 , -1.8785006899164824, 
10	 , 41652	 , 150	 , -0.6589355696141839, 
10	 , 41802	 , 150	 , -0.1009894047762902, 
10	 , 41280	 , 150	 , -2.1228683852543404, 
10	 , 40086	 , 150	 , -1.5419072058873664, 
10	 , 41526	 , 150	 , -0.27533505508513323, 
10	 , 41598	 , 150	 , -1.4036030698985726, 
10	 , 41058	 , 150	 , -0.2540209570646433, 
10	 , 41568	 , 150	 , -1.8565889977083812, 
20	 , 82620	 , 150	 , -0.003361433059161752, 
20	 , 81372	 , 150	 , -0.00839268076910235, 
20	 , 80610	 , 150	 , -2.0979432452564843, 
20	 , 81246	 , 150	 , -0.27216254615920804, 
20	 , 80766	 , 150	 , -0.3104406855512168, 
20	 , 82410	 , 150	 , -0.2959851258451187, 
20	 , 82164	 , 150	 , -0.11275583288720203, 
20	 , 82998	 , 150	 , -0.07209144322871122, 
20	 , 83082	 , 150	 , -0.9126321604468639, 
20	 , 82494	 , 150	 , -0.014692507765834471, 
20	 , 81144	 , 150	 , -1.0401273886574791, 
20	 , 83076	 , 150	 , -0.07175411623059101, 
20	 , 83646	 , 150	 , -0.0028978424040371825, 
20	 , 82998	 , 150	 , -1.2842355612667398, 
20	 , 82848	 , 150	 , -0.042656090403447096, 
20	 , 82992	 , 150	 , -0.033355600965017156, 
20	 , 83586	 , 150	 , -0.02942939052554998, 
20	 , 82746	 , 150	 , -0.8481428999253632, 
20	 , 82734	 , 150	 , -0.8478305786494582, 
20	 , 81522	 , 150	 , -0.004776129056329933, 
20	 , 83424	 , 150	 , -0.39932989265964347, 
20	 , 83544	 , 150	 , -0.5545266416392856, 
20	 , 83394	 , 150	 , -0.9357538184739522, 
20	 , 81834	 , 150	 , -0.006429299929079612, 
20	 , 82218	 , 150	 , -0.8122739643430296, 
20	 , 83580	 , 150	 , -0.02614370580540612, 
20	 , 83268	 , 150	 , -0.05108296080463563, 
20	 , 82308	 , 150	 , -0.2762928327270493, 
20	 , 83010	 , 150	 , -0.9455785693643296, 
20	 , 83622	 , 150	 , -0.857033996720376, 
20	 , 83178	 , 150	 , -0.5164998788227366, 
20	 , 82470	 , 150	 , -0.09128041478862191, 
20	 , 81762	 , 150	 , -0.11853832670585625, 
20	 , 82884	 , 150	 , -0.5393575631873598, 
20	 , 81486	 , 150	 , -0.7144770606593287, 
20	 , 83124	 , 150	 , -0.04213229206987955, 
20	 , 83418	 , 150	 , -0.06621073912991841, 
20	 , 82776	 , 150	 , -0.637381354250075, 
20	 , 83106	 , 150	 , -4.042358661228807, 
20	 , 80718	 , 150	 , -0.37452660753861355, 
50	 , 208140	 , 150	 , -0.07791259636923614, 
50	 , 207714	 , 150	 , -0.014709576195958368, 
50	 , 207678	 , 150	 , -0.2838255932007741, 
50	 , 207888	 , 150	 , -0.026169661797709364, 
50	 , 206790	 , 150	 , -0.3921539105375318, 
50	 , 204864	 , 150	 , -0.758771758820955, 
50	 , 200322	 , 150	 , -2.212411765196565, 
50	 , 203814	 , 150	 , -0.09153521058158555, 
50	 , 204792	 , 150	 , -0.27216254615920804, 
50	 , 207576	 , 150	 , -0.09110160245460869, 
50	 , 203694	 , 150	 , -0.07033967601668072, 
50	 , 205998	 , 150	 , -0.06018882760447974, 
50	 , 207900	 , 150	 , -0.41987944231610363, 
50	 , 204978	 , 150	 , -0.001774249879807637, 
50	 , 206646	 , 150	 , -5.451279716726036E-5, 
50	 , 207510	 , 150	 , -0.04274272119812907, 
50	 , 203868	 , 150	 , -0.2339121683108184, 
50	 , 204708	 , 150	 , -0.04018205517040383, 
50	 , 207300	 , 150	 , -0.015652121477577267, 
50	 , 206754	 , 150	 , -0.49092626246161375, 
50	 , 205776	 , 150	 , -0.007441706465908462, 
50	 , 207186	 , 150	 , -0.013645521850370726, 
50	 , 207714	 , 150	 , -0.7003912485269201, 
50	 , 205866	 , 150	 , -0.26147077147222314, 
50	 , 205236	 , 150	 , -0.06415768003130315, 
50	 , 205854	 , 150	 , -0.06767929323889457, 
50	 , 206838	 , 150	 , -0.5778711521169574, 
50	 , 206922	 , 150	 , -0.02740277170983405, 
50	 , 207480	 , 150	 , -0.0036159923336775306, 
50	 , 207432	 , 150	 , -0.028297022594662536, 
50	 , 207072	 , 150	 , -0.36811626519872626, 
50	 , 207372	 , 150	 , -0.04755164976843755, 
50	 , 207636	 , 150	 , -0.004912954215757364, 
50	 , 206742	 , 150	 , -1.0202269079955892, 
50	 , 206652	 , 150	 , -0.13058583658341893, 
50	 , 205818	 , 150	 , -0.34953272421669557, 
50	 , 207564	 , 150	 , -0.14165603640078311, 
50	 , 205566	 , 150	 , -0.08161793405568113, 
50	 , 204306	 , 150	 , -0.005535165014586719, 
50	 , 207972	 , 150	 , -0.15066157741556244, 
100	 , 412014	 , 150	 , -2.071379611686974E-4, 
100	 , 412746	 , 150	 , -0.0015566735072885078, 
100	 , 414792	 , 150	 , -0.01408889189482421, 
100	 , 407232	 , 150	 , -0.003885188094593794, 
100	 , 410232	 , 150	 , -0.0036033841837124626, 
100	 , 410292	 , 150	 , -6.926811277901172E-6, 
100	 , 415746	 , 150	 , -0.005344516267415941, 
100	 , 412278	 , 150	 , -0.012682710561798143, 
100	 , 415326	 , 150	 , -0.013406465597183358, 
100	 , 409860	 , 150	 , -0.001954359250474014, 
100	 , 414636	 , 150	 , -0.08149869823918596, 
100	 , 414408	 , 150	 , -0.025571476313977694, 
100	 , 414054	 , 150	 , -0.14109181458475678, 
100	 , 414288	 , 150	 , -0.05663623086163179, 
100	 , 412578	 , 150	 , -0.024339601638523767, 
100	 , 412218	 , 150	 , -0.021398859810539027, 
100	 , 416064	 , 150	 , -0.03379531641796173, 
100	 , 408342	 , 150	 , -0.13600652240936056, 
100	 , 415848	 , 150	 , -0.20881424815308378, 
100	 , 415146	 , 150	 , -0.008251836894199496, 
100	 , 414444	 , 150	 , -1.3698487271184378E-4, 
100	 , 409884	 , 150	 , -0.09681052053396919, 
100	 , 412470	 , 150	 , -0.009534808328575945, 
100	 , 412896	 , 150	 , -0.012428393337210629, 
100	 , 414654	 , 150	 , -0.0032465159932378636, 
100	 , 411138	 , 150	 , -0.0044498499493774045, 
100	 , 410382	 , 150	 , -0.1475281552613804, 
100	 , 408804	 , 150	 , -0.03054570362230774, 
100	 , 411810	 , 150	 , -0.0035497376033238417, 
100	 , 410544	 , 150	 , -0.013991252692295415, 
100	 , 411744	 , 150	 , -0.004311107273852044, 
100	 , 414276	 , 150	 , -9.083327606514374E-4, 
100	 , 415422	 , 150	 , -0.04135047061097169, 
100	 , 413880	 , 150	 , -0.598449217505703, 
100	 , 407382	 , 150	 , -0.04806055640456897, 
100	 , 415698	 , 150	 , -0.015164116205618755, 
100	 , 413694	 , 150	 , -0.15920747324627116, 
100	 , 406374	 , 150	 , -0.20129707710621791, 
100	 , 414720	 , 150	 , -9.342973362854672E-4, 
100	 , 414894	 , 150	 , -0.009607104770101049, 
150	 , 617886	 , 150	 , -7.454123682213283E-4, 
150	 , 617010	 , 150	 , -0.007403856456761653, 
150	 , 622686	 , 150	 , -0.004354916021972635, 
150	 , 618954	 , 150	 , -0.003574777658861744, 
150	 , 621828	 , 150	 , -0.002220746354815747, 
150	 , 620862	 , 150	 , -0.1690334814992397, 
150	 , 622968	 , 150	 , -0.018623196033604544, 
150	 , 615756	 , 150	 , -0.0665653720303149, 
150	 , 622602	 , 150	 , -3.933666744650316E-4, 
150	 , 621732	 , 150	 , -1.448008537275808E-4, 
150	 , 618438	 , 150	 , -0.12643973761285843, 
150	 , 621924	 , 150	 , -0.0012582440661518847, 
150	 , 618582	 , 150	 , -0.006884341014517059, 
150	 , 619032	 , 150	 , -0.01423857488377245, 
150	 , 620550	 , 150	 , -0.01693651850782775, 
150	 , 619128	 , 150	 , -0.0023089606786578093, 
150	 , 621336	 , 150	 , -0.09288188406373925, 
150	 , 622236	 , 150	 , -0.008377562090251815, 
150	 , 619806	 , 150	 , -0.002103970711665365, 
150	 , 620682	 , 150	 , -1.1356439632337847E-4, 
150	 , 620436	 , 150	 , -0.10257814459036858, 
150	 , 619866	 , 150	 , -0.011466282829911644, 
150	 , 619422	 , 150	 , -7.567826111460833E-4, 
150	 , 616902	 , 150	 , -7.64420631103332E-4, 
150	 , 610602	 , 150	 , -0.010236329294628636, 
150	 , 623118	 , 150	 , -0.006068255852806258, 
150	 , 619680	 , 150	 , -0.016127774573569564, 
150	 , 620298	 , 150	 , -0.051659512670706904, 
150	 , 622776	 , 150	 , -0.07323196704051216, 
150	 , 621750	 , 150	 , -0.07853334876479476, 
150	 , 613518	 , 150	 , -0.010792037590956077, 
150	 , 615954	 , 150	 , -0.002807996675123457, 
150	 , 620988	 , 150	 , -0.007723130039865692, 
150	 , 621678	 , 150	 , -0.0029085137730950096, 
150	 , 616998	 , 150	 , -0.03087652464643157, 
150	 , 614958	 , 150	 , -0.04652450927671843, 
150	 , 618306	 , 150	 , -0.015050329850470607, 
150	 , 622506	 , 150	 , -0.006249647954573965, 
150	 , 621540	 , 150	 , -0.007251396855674217, 
150	 , 616902	 , 150	 , -0.04116146013553753, 
200	 , 824322	 , 150	 , -0.016904400256240015, 
200	 , 827196	 , 150	 , -0.0059258953987239155, 
200	 , 821904	 , 150	 , -0.020273573127552735, 
200	 , 829524	 , 150	 , -0.007796828043937731, 
200	 , 821982	 , 150	 , -0.007165463981155622, 
200	 , 830670	 , 150	 , -0.001572026606439494, 
200	 , 827058	 , 150	 , -0.13095184697488615, 
200	 , 827946	 , 150	 , -9.394419940192092E-4, 
200	 , 824412	 , 150	 , -3.234729933386591E-4, 
200	 , 828936	 , 150	 , -8.639266127080228E-4, 
200	 , 826212	 , 150	 , -0.009250391079581017, 
200	 , 826896	 , 150	 , -0.048378038360426756, 
200	 , 822966	 , 150	 , -0.04082192626770104, 
200	 , 827172	 , 150	 , -7.111318802383261E-4, 
200	 , 830922	 , 150	 , -0.003446973580092846, 
200	 , 822846	 , 150	 , -0.0011362200023355, 
200	 , 830796	 , 150	 , -0.0010942145166431263, 
200	 , 826926	 , 150	 , -0.0019160610007194902, 
200	 , 827610	 , 150	 , -0.006453462005247842, 
200	 , 825942	 , 150	 , -0.026070007038370858, 
200	 , 823308	 , 150	 , -3.904735175321504E-5, 
200	 , 826902	 , 150	 , -0.0034999504699392216, 
200	 , 815358	 , 150	 , -0.002925805751300811, 
200	 , 826602	 , 150	 , -1.417474768551584E-4, 
200	 , 825360	 , 150	 , -5.145610163050907E-4, 
200	 , 822690	 , 150	 , -0.004750861447155634, 
200	 , 822570	 , 150	 , -2.071379611686974E-4, 
200	 , 826716	 , 150	 , -0.02647935295032117, 
200	 , 824850	 , 150	 , -0.00289903319812864, 
200	 , 831438	 , 150	 , -0.00711134951386879, 
200	 , 832128	 , 150	 , -0.021666023610946834, 
200	 , 826308	 , 150	 , -0.16731410644241762, 
200	 , 819240	 , 150	 , -7.878223575333257E-7, 
200	 , 824688	 , 150	 , -0.026791541661451933, 
200	 , 829266	 , 150	 , -0.06762079307105585, 
200	 , 825600	 , 150	 , -0.04991965435329222, 
200	 , 821196	 , 150	 , -0.2035606879794356, 
200	 , 828306	 , 150	 , -2.1408950540363823E-4, 
200	 , 827472	 , 150	 , -0.0022289182579483553, 
200	 , 825768	 , 150	 , -0.00633900672252064, 
250	 , 1034754	 , 150	 , -0.0749807777719389, 
250	 , 1029918	 , 150	 , -9.216252859559364E-5, 
250	 , 1033818	 , 150	 , -2.6488794366084495E-5, 
250	 , 1028244	 , 150	 , -3.7629309434262256E-4, 
250	 , 1029006	 , 150	 , -0.04150241006221337, 
250	 , 1035420	 , 150	 , -5.690747038438744E-4, 
250	 , 1034340	 , 150	 , -0.017430987600091798, 
250	 , 1028652	 , 150	 , -0.015705193165543762, 
250	 , 1029936	 , 150	 , -1.481355485210047E-6, 
250	 , 1031280	 , 150	 , -0.014926380831669849, 
250	 , 1030608	 , 150	 , -0.047004652217675344, 
250	 , 1035150	 , 150	 , -0.173472660779189, 
250	 , 1037394	 , 150	 , -7.876251890373656E-4, 
250	 , 1034700	 , 150	 , -0.024550546338935088, 
250	 , 1032042	 , 150	 , -0.0034649669117942567, 
250	 , 1027902	 , 150	 , -0.024667754391216767, 
250	 , 1027776	 , 150	 , -7.8075127626094E-4, 
250	 , 1025172	 , 150	 , -0.0012333131142853305, 
250	 , 1035852	 , 150	 , -4.281524322852922E-5, 
250	 , 1037118	 , 150	 , -0.0010870789076480843, 
250	 , 1035102	 , 150	 , -0.003564405561937328, 
250	 , 1031904	 , 150	 , -8.711461476042573E-4, 
250	 , 1030338	 , 150	 , -1.6486581999994356E-4, 
250	 , 1032240	 , 150	 , -0.032412000124452285, 
250	 , 1030194	 , 150	 , -0.014875312111627934, 
250	 , 1031172	 , 150	 , -0.004040213920846296, 
250	 , 1035498	 , 150	 , -0.0794785203548946, 
250	 , 1034880	 , 150	 , -0.008578057062280646, 
250	 , 1035294	 , 150	 , -1.2718423487731703E-4, 
250	 , 1021104	 , 150	 , -0.0063877388691813775, 
250	 , 1029870	 , 150	 , -0.035376281832492765, 
250	 , 1034190	 , 150	 , -0.030479028118005028, 
250	 , 1033830	 , 150	 , -0.03196046428056807, 
250	 , 1035204	 , 150	 , -0.01472220265702907, 
250	 , 1038252	 , 150	 , -0.06910051638227444, 
250	 , 1036080	 , 150	 , -0.03669624532441897, 
250	 , 1029978	 , 150	 , -0.019597901529760955, 
250	 , 1025016	 , 150	 , -0.002477147421378129, 
250	 , 1036674	 , 150	 , -0.0029984577334611386, 
250	 , 1025604	 , 150	 , -5.901458272254722E-4, 
300	 , 1244694	 , 150	 , -0.001416023615661825, 
300	 , 1242774	 , 150	 , -5.476457487036809E-5, 
300	 , 1240968	 , 150	 , -0.006419827937443867, 
300	 , 1233114	 , 150	 , -0.007416042306851897, 
300	 , 1235310	 , 150	 , -0.036649183684669955, 
300	 , 1238634	 , 150	 , -0.001726489556933028, 
300	 , 1229646	 , 150	 , -3.420591433551557E-8, 
300	 , 1241934	 , 150	 , -0.025464296071685558, 
300	 , 1241112	 , 150	 , -0.0015007325072098575, 
300	 , 1243122	 , 150	 , -1.3196247975673364E-4, 
300	 , 1245726	 , 150	 , -0.03719298976230436, 
300	 , 1237296	 , 150	 , -3.622747984994424E-4, 
300	 , 1239636	 , 150	 , -0.0015074652718800926, 
300	 , 1244358	 , 150	 , -0.004237595623428015, 
300	 , 1238502	 , 150	 , -2.92432805863164E-5, 
300	 , 1242606	 , 150	 , -0.024248167039710628, 
300	 , 1237500	 , 150	 , -7.108377558680809E-5, 
300	 , 1245738	 , 150	 , -1.8828057416784625E-4, 
300	 , 1244190	 , 150	 , -0.0017615301465425362, 
300	 , 1242156	 , 150	 , -0.02009488534720521, 
300	 , 1237452	 , 150	 , -0.008362247139237628, 
300	 , 1223328	 , 150	 , -0.004466481011112475, 
300	 , 1242198	 , 150	 , -3.731904817860616E-6, 
300	 , 1234818	 , 150	 , -0.008477439825449783, 
300	 , 1237506	 , 150	 , -0.01487519785795811, 
300	 , 1235832	 , 150	 , -6.962804268513626E-5, 
300	 , 1241496	 , 150	 , -0.0020464530490915097, 
300	 , 1244994	 , 150	 , -0.004055860569910312, 
300	 , 1240074	 , 150	 , -1.4382521512800386E-4, 
300	 , 1242618	 , 150	 , -0.0015899562307524159, 
300	 , 1239030	 , 150	 , -0.00567042972447683, 
300	 , 1242882	 , 150	 , -0.0027867086795840814, 
300	 , 1234968	 , 150	 , -0.0023087819546367323, 
300	 , 1240452	 , 150	 , -2.458764404223145E-4, 
300	 , 1240290	 , 150	 , -3.5435486381088244E-4, 
300	 , 1241772	 , 150	 , -6.734857728830198E-4, 
300	 , 1242594	 , 150	 , -4.643611200797167E-4, 
300	 , 1239654	 , 150	 , -8.81977927342088E-5, 
300	 , 1232262	 , 150	 , -0.21004309958869305, 
300	 , 1241142	 , 150	 , -0.0029304657369559543, 
350	 , 1446510	 , 150	 , -4.7722791441251824E-4, 
350	 , 1441290	 , 150	 , -0.007272315195767615, 
350	 , 1448076	 , 150	 , -0.0012372986408811105, 
350	 , 1445262	 , 150	 , -0.010715594828438573, 
350	 , 1448778	 , 150	 , -6.889657145891026E-4, 
350	 , 1436070	 , 150	 , -0.0013506024220982567, 
350	 , 1446048	 , 150	 , -0.0010315333130077639, 
350	 , 1445064	 , 150	 , -0.018957575897414095, 
350	 , 1440924	 , 150	 , -0.007452185759097339, 
350	 , 1437354	 , 150	 , -1.3724122819141156E-4, 
350	 , 1449768	 , 150	 , -0.029066613188678612, 
350	 , 1444314	 , 150	 , -0.0322168899526778, 
350	 , 1440000	 , 150	 , -0.009675092570311211, 
350	 , 1449780	 , 150	 , -3.3430172346098503E-4, 
350	 , 1451454	 , 150	 , -4.07680234651696E-5, 
350	 , 1447002	 , 150	 , -9.622492368727866E-5, 
350	 , 1448172	 , 150	 , -0.006088288202421496, 
350	 , 1436076	 , 150	 , -1.3539981539116861E-5, 
350	 , 1443264	 , 150	 , -0.0017198573126033542, 
350	 , 1445712	 , 150	 , -0.0014429003132476997, 
350	 , 1437024	 , 150	 , -0.02539745786557899, 
350	 , 1446090	 , 150	 , -9.622492368727866E-5, 
350	 , 1453014	 , 150	 , -0.003003939239242995, 
350	 , 1447608	 , 150	 , -1.467864642498496E-4, 
350	 , 1450380	 , 150	 , -9.384657809623131E-5, 
350	 , 1452930	 , 150	 , -3.825779998863723E-4, 
350	 , 1452378	 , 150	 , -0.017653102837932266, 
350	 , 1448538	 , 150	 , -0.0034261155140555225, 
350	 , 1451682	 , 150	 , -0.018068527464746305, 
350	 , 1449912	 , 150	 , -0.02546545997134018, 
350	 , 1445376	 , 150	 , -0.006968570002503467, 
350	 , 1452390	 , 150	 , -0.007038767915021202, 
350	 , 1448112	 , 150	 , -0.0034752033920922203, 
350	 , 1450776	 , 150	 , -8.465823715547552E-4, 
350	 , 1447008	 , 150	 , -0.0011849819045427832, 
350	 , 1444920	 , 150	 , -0.019878167307765253, 
350	 , 1446630	 , 150	 , -0.010977589747045725, 
350	 , 1454232	 , 150	 , -0.004450353886265008, 
350	 , 1447254	 , 150	 , -3.731904817860616E-6, 
350	 , 1445166	 , 150	 , -1.0323519146542289E-6, 
400	 , 1652400	 , 150	 , -1.540603602410941E-4, 
400	 , 1652970	 , 150	 , -1.3680614869076774E-4, 
400	 , 1655166	 , 150	 , -1.4568264567535469E-5, 
400	 , 1653702	 , 150	 , -0.006286154004859617, 
400	 , 1655604	 , 150	 , -0.009865151547286352, 
400	 , 1641504	 , 150	 , -1.2135748845701875E-4, 
400	 , 1655382	 , 150	 , -0.0018975284451037886, 
400	 , 1658238	 , 150	 , -0.001779164695016914, 
400	 , 1658400	 , 150	 , -1.3196247975673364E-4, 
400	 , 1655298	 , 150	 , -0.0011849819045427832, 
400	 , 1645860	 , 150	 , -0.006206168615614847, 
400	 , 1652076	 , 150	 , -0.001979001420944845, 
400	 , 1653198	 , 150	 , -0.026313319669925263, 
400	 , 1655916	 , 150	 , -4.590823716450193E-4, 
400	 , 1644726	 , 150	 , -2.18689407743333E-4, 
400	 , 1655604	 , 150	 , -0.0010666555396299311, 
400	 , 1644918	 , 150	 , -3.462576736552395E-7, 
400	 , 1652196	 , 150	 , -0.010846177236013124, 
400	 , 1648188	 , 150	 , -4.167709356598706E-5, 
400	 , 1656066	 , 150	 , -0.019739869248774154, 
400	 , 1656930	 , 150	 , -0.001063683609029855, 
400	 , 1647516	 , 150	 , -3.462576736552395E-7, 
400	 , 1648620	 , 150	 , -0.0027512562808377035, 
400	 , 1654662	 , 150	 , -0.008986707342955674, 
400	 , 1661772	 , 150	 , -0.00112797046774469, 
400	 , 1653948	 , 150	 , -0.016904400256240015, 
400	 , 1659048	 , 150	 , -0.0017192869979576538, 
400	 , 1650078	 , 150	 , -0.0024312548312829104, 
400	 , 1654440	 , 150	 , -0.001342706520735729, 
400	 , 1650948	 , 150	 , -0.014418539482259258, 
400	 , 1653672	 , 150	 , -0.0011934698649888182, 
400	 , 1646940	 , 150	 , -0.0034754153049923473, 
400	 , 1650798	 , 150	 , -0.0033527209784116017, 
400	 , 1659252	 , 150	 , -0.0034403472487242884, 
400	 , 1659588	 , 150	 , -0.005451576724558265, 
400	 , 1660956	 , 150	 , -0.004667886006945633, 
400	 , 1642428	 , 150	 , -6.196598940161968E-5, 
400	 , 1658022	 , 150	 , -2.898263366492356E-4, 
400	 , 1647828	 , 150	 , -0.011242726355462014, 
400	 , 1652088	 , 150	 , -8.81977927342088E-5, 
2	 , 10710	 , 200	 , -8.05975297126176, 
2	 , 11196	 , 200	 , -0.5823747424278123, 
2	 , 10710	 , 200	 , -2.138801038339105, 
2	 , 10890	 , 200	 , -3.1849955178693694, 
2	 , 10836	 , 200	 , -2.539684879839443, 
2	 , 11178	 , 200	 , -1.975264891300856, 
2	 , 10890	 , 200	 , -2.2704518279748864, 
2	 , 10800	 , 200	 , -5.49489222591029, 
2	 , 11142	 , 200	 , -0.5399495591358893, 
2	 , 10710	 , 200	 , -1.6928051962083823, 
2	 , 10836	 , 200	 , -3.9616252934537948, 
2	 , 10926	 , 200	 , -1.908465547273622, 
2	 , 11160	 , 200	 , -1.9473859673899903, 
2	 , 10908	 , 200	 , -3.6008320970672667, 
2	 , 11700	 , 200	 , -0.972850159296028, 
2	 , 10836	 , 200	 , -4.159532064129779, 
2	 , 10944	 , 200	 , -1.9803816356613715, 
2	 , 10818	 , 200	 , -0.2313319744425883, 
2	 , 10926	 , 200	 , -2.4206885892012338, 
2	 , 10710	 , 200	 , -5.14912338977601, 
2	 , 10710	 , 200	 , -0.40373452403317167, 
2	 , 11610	 , 200	 , -3.431746409333882, 
2	 , 10872	 , 200	 , -2.2004417828237917, 
