[
2	 , 13662	 , 250	 , -0.2519996616306829, 
2	 , 13932	 , 250	 , -3.9010479835982155, 
2	 , 13824	 , 250	 , -0.8715471576334678, 
2	 , 13968	 , 250	 , -0.9333150548174857, 
2	 , 13950	 , 250	 , -0.8688257853311736, 
2	 , 13446	 , 250	 , -0.18825015490093605, 
2	 , 13590	 , 250	 , -0.14099966642504436, 
2	 , 14022	 , 250	 , -0.1475032073335923, 
2	 , 13518	 , 250	 , -0.37452660753861355, 
2	 , 13968	 , 250	 , -5.680005641803959, 
2	 , 13770	 , 250	 , -0.10052691679306011, 
2	 , 13518	 , 250	 , -0.5204934552477833, 
2	 , 13752	 , 250	 , -8.817045759180168, 
2	 , 14004	 , 250	 , -4.550058638221718, 
2	 , 14508	 , 250	 , -0.7233946328335261, 
2	 , 13932	 , 250	 , -0.1412631248969224, 
2	 , 13752	 , 250	 , -1.4427046959537992, 
2	 , 14076	 , 250	 , -0.8083068388823585, 
2	 , 13410	 , 250	 , -2.2594136214739575, 
2	 , 13914	 , 250	 , -6.703235220868054, 
2	 , 13536	 , 250	 , -0.3408939411061236, 
2	 , 13500	 , 250	 , -0.3769772074174958, 
2	 , 13446	 , 250	 , -0.12055532017442624, 
2	 , 13752	 , 250	 , -5.491479681468508, 
2	 , 14220	 , 250	 , -0.027291600981688813, 
2	 , 13842	 , 250	 , -2.7731271189281346, 
2	 , 13896	 , 250	 , -10.419012550281817, 
2	 , 14058	 , 250	 , -3.272105748797907, 
2	 , 13590	 , 250	 , -0.1798506889768075, 
2	 , 13410	 , 250	 , -0.7993693833270217, 
2	 , 13932	 , 250	 , -2.1033571574992465, 
2	 , 13410	 , 250	 , -2.1047024380021857, 
2	 , 13464	 , 250	 , -0.6563013938434394, 
2	 , 13410	 , 250	 , -0.37452660753861355, 
2	 , 13824	 , 250	 , -1.8082484859242338, 
2	 , 13842	 , 250	 , -0.7228805706674426, 
2	 , 13410	 , 250	 , -1.6228280629808631, 
2	 , 13410	 , 250	 , -0.34834535887989565, 
2	 , 14112	 , 250	 , -1.5771902557082496, 
4	 , 27936	 , 250	 , -3.611117292345181, 
4	 , 27954	 , 250	 , -0.8098691418468693, 
4	 , 27018	 , 250	 , -0.3741890901812912, 
4	 , 27072	 , 250	 , -1.0335902180681633, 
4	 , 27810	 , 250	 , -0.03025503408442527, 
4	 , 27810	 , 250	 , -0.08960144051611589, 
4	 , 26820	 , 250	 , -1.8965871702125745, 
4	 , 26982	 , 250	 , -2.609375953349934, 
4	 , 28800	 , 250	 , -1.3951822227067128, 
4	 , 28188	 , 250	 , -0.4014808183236838, 
4	 , 27720	 , 250	 , -1.216432698264856, 
4	 , 28062	 , 250	 , -0.9033723682037725, 
4	 , 27900	 , 250	 , -0.11183280896090479, 
4	 , 27162	 , 250	 , -0.37452660753861355, 
4	 , 28026	 , 250	 , -0.09775776089752977, 
4	 , 27558	 , 250	 , -4.8264878710746215, 
4	 , 28320	 , 250	 , -0.08699412046148458, 
4	 , 26820	 , 250	 , -1.9987537411672096, 
4	 , 28158	 , 250	 , -0.16887643420321596, 
4	 , 27954	 , 250	 , -0.3194396969401535, 
4	 , 27216	 , 250	 , -1.8060016222738273, 
4	 , 27576	 , 250	 , -0.15404010039521357, 
4	 , 28422	 , 250	 , -3.7275677760364467, 
4	 , 27792	 , 250	 , -0.07841961715222401, 
4	 , 27168	 , 250	 , -1.8328435859810694, 
4	 , 27612	 , 250	 , -2.8825105103483173, 
4	 , 27738	 , 250	 , -4.298334539720796, 
4	 , 28062	 , 250	 , -0.09408879307252238, 
4	 , 27864	 , 250	 , -0.04702907255673104, 
4	 , 27432	 , 250	 , -0.27216254615920804, 
4	 , 27450	 , 250	 , -0.008711348941274363, 
4	 , 28080	 , 250	 , -0.011148792290724047, 
4	 , 27180	 , 250	 , -1.0401273886574791, 
4	 , 27960	 , 250	 , -0.2876055003854776, 
4	 , 27756	 , 250	 , -0.25975868614286984, 
4	 , 28752	 , 250	 , -1.253145274552582, 
4	 , 27288	 , 250	 , -0.11853832670585625, 
4	 , 28026	 , 250	 , -3.4918158684937475, 
4	 , 26988	 , 250	 , -1.9806297841414904, 
4	 , 28386	 , 250	 , -3.7348566419287903, 
6	 , 41760	 , 250	 , -0.873256179667433, 
6	 , 41076	 , 250	 , -0.14941045624211105, 
6	 , 42036	 , 250	 , -4.663018393818445, 
6	 , 41004	 , 250	 , -4.903242204303609, 
6	 , 41310	 , 250	 , -0.27216254615920804, 
6	 , 40590	 , 250	 , -0.37452660753861355, 
6	 , 41094	 , 250	 , -0.04252697746210342, 
6	 , 42660	 , 250	 , -2.1069096230125077, 
6	 , 40752	 , 250	 , -3.726729937090446, 
6	 , 40644	 , 250	 , -1.800444156112519, 
6	 , 40896	 , 250	 , -0.14914293728255068, 
6	 , 42012	 , 250	 , -0.015704024878853605, 
6	 , 42408	 , 250	 , -0.7259059340277402, 
6	 , 41514	 , 250	 , -0.11730612853420329, 
6	 , 40626	 , 250	 , -1.8949290700283241, 
6	 , 42414	 , 250	 , -0.47488075784179584, 
6	 , 41388	 , 250	 , -0.3485636936373743, 
6	 , 40266	 , 250	 , -7.647162783249362, 
6	 , 42336	 , 250	 , -0.17386377684099036, 
6	 , 42072	 , 250	 , -0.4459143602533995, 
6	 , 40290	 , 250	 , -1.5759817261666116, 
6	 , 41850	 , 250	 , -3.9435005227283155, 
6	 , 42054	 , 250	 , -0.16213879572704812, 
6	 , 41994	 , 250	 , -4.3767153910501783E-4, 
6	 , 41796	 , 250	 , -0.17529696991600646, 
6	 , 41076	 , 250	 , -1.0401273886574791, 
6	 , 41850	 , 250	 , -0.7177083860011464, 
6	 , 42216	 , 250	 , -0.02665848630090747, 
6	 , 42444	 , 250	 , -1.5290586915695483, 
6	 , 41022	 , 250	 , -0.27216254615920804, 
6	 , 41796	 , 250	 , -0.07209144322871122, 
6	 , 41400	 , 250	 , -2.991694323305471, 
6	 , 41850	 , 250	 , -0.17173091164937287, 
6	 , 40626	 , 250	 , -2.829424013465944, 
6	 , 41742	 , 250	 , -0.4464228777785351, 
6	 , 41376	 , 250	 , -0.10691905980130886, 
6	 , 41088	 , 250	 , -0.015939359781291886, 
6	 , 42102	 , 250	 , -0.9583432207255361, 
6	 , 40626	 , 250	 , -0.37452660753861355, 
6	 , 41658	 , 250	 , -0.9138921550676836, 
10	 , 68574	 , 250	 , -0.27216254615920804, 
10	 , 68694	 , 250	 , -2.8356923308646085, 
10	 , 70020	 , 250	 , -4.104786130924649, 
10	 , 69876	 , 250	 , -0.04121351059788193, 
10	 , 68466	 , 250	 , -0.08351321627515636, 
10	 , 69792	 , 250	 , -0.6474152757617646, 
10	 , 69396	 , 250	 , -2.975650676878251E-4, 
10	 , 68562	 , 250	 , -0.11602635658406094, 
10	 , 68496	 , 250	 , -2.3439697413691225, 
10	 , 69942	 , 250	 , -0.154045713893549, 
10	 , 68334	 , 250	 , -0.27216254615920804, 
10	 , 69666	 , 250	 , -1.3879264465082595, 
10	 , 67590	 , 250	 , -0.37452660753861355, 
10	 , 67140	 , 250	 , -0.11818651486018038, 
10	 , 67482	 , 250	 , -2.336849575311942, 
10	 , 68550	 , 250	 , -0.08117695208459326, 
10	 , 67584	 , 250	 , -2.0076895592137753, 
10	 , 67656	 , 250	 , -0.10340227004413877, 
10	 , 68838	 , 250	 , -0.014517737417659816, 
10	 , 69726	 , 250	 , -0.17488163779842458, 
10	 , 68520	 , 250	 , -0.5495641788348742, 
10	 , 67800	 , 250	 , -1.0401273886574791, 
10	 , 69660	 , 250	 , -0.17599887503379735, 
10	 , 69702	 , 250	 , -0.003118520410821967, 
10	 , 69846	 , 250	 , -0.13532488139111698, 
10	 , 69288	 , 250	 , -0.8251768336521378, 
10	 , 69840	 , 250	 , -0.42558466212434043, 
10	 , 69228	 , 250	 , -0.07209144322871122, 
10	 , 69984	 , 250	 , -0.026768595175663604, 
10	 , 68904	 , 250	 , -0.00575596604911276, 
10	 , 68412	 , 250	 , -1.4405312094816372, 
10	 , 67500	 , 250	 , -2.672799065193132, 
10	 , 68808	 , 250	 , -0.7373988508697565, 
10	 , 69204	 , 250	 , -0.33043551361290807, 
10	 , 69606	 , 250	 , -0.06432030229604346, 
10	 , 69048	 , 250	 , -0.3485418952197641, 
10	 , 69234	 , 250	 , -0.3297431409515504, 
10	 , 69822	 , 250	 , -1.4598137382026932, 
10	 , 68088	 , 250	 , -0.17633193916836817, 
10	 , 68814	 , 250	 , -0.11233398182525536, 
20	 , 134934	 , 250	 , -0.37452660753861355, 
20	 , 135846	 , 250	 , -1.0401273886574791, 
20	 , 139272	 , 250	 , -0.2086326925865496, 
20	 , 137796	 , 250	 , -0.013934088090728144, 
20	 , 137076	 , 250	 , -0.10850251953176679, 
20	 , 134934	 , 250	 , -0.37452660753861355, 
20	 , 137790	 , 250	 , -0.16920588933330122, 
20	 , 136650	 , 250	 , -0.0810414727914336, 
20	 , 137448	 , 250	 , -0.3742523804199291, 
20	 , 138690	 , 250	 , -1.9491919635137211, 
20	 , 139890	 , 250	 , -0.4633861315817688, 
20	 , 139740	 , 250	 , -0.4380717600400703, 
20	 , 138006	 , 250	 , -0.002877164587946365, 
20	 , 139026	 , 250	 , -0.026564946878643914, 
20	 , 141126	 , 250	 , -0.291214345602387, 
20	 , 139002	 , 250	 , -0.023434485592102792, 
20	 , 139956	 , 250	 , -0.15649262999759633, 
20	 , 138186	 , 250	 , -0.05232894971849574, 
20	 , 136290	 , 250	 , -0.0732937225796074, 
20	 , 139584	 , 250	 , -0.03501453068050325, 
20	 , 136464	 , 250	 , -0.05008135762941665, 
20	 , 139860	 , 250	 , -0.09718500839514507, 
20	 , 139038	 , 250	 , -0.029379096212685103, 
20	 , 135234	 , 250	 , -1.8472778628416275, 
20	 , 138084	 , 250	 , -0.0873447260630753, 
20	 , 139098	 , 250	 , -0.13455480726946673, 
20	 , 136590	 , 250	 , -0.11001656777354735, 
20	 , 138642	 , 250	 , -0.8497081685260314, 
20	 , 137568	 , 250	 , -0.1418813072525007, 
20	 , 138468	 , 250	 , -0.40274068419454095, 
20	 , 137796	 , 250	 , -0.006711501915768572, 
20	 , 135666	 , 250	 , -0.1988425729562716, 
20	 , 140034	 , 250	 , -0.16947676780853338, 
20	 , 137022	 , 250	 , -0.374631786529648, 
20	 , 138396	 , 250	 , -0.12637800458116463, 
20	 , 138894	 , 250	 , -1.4846198079469715, 
20	 , 136740	 , 250	 , -0.1309553480201443, 
20	 , 138972	 , 250	 , -0.2604032553739585, 
20	 , 139158	 , 250	 , -0.8735062384155055, 
20	 , 136362	 , 250	 , -0.27216254615920804, 
50	 , 345384	 , 250	 , -0.07197894685281021, 
50	 , 347250	 , 250	 , -0.04958533953205633, 
50	 , 345906	 , 250	 , -0.15151507979580753, 
50	 , 341712	 , 250	 , -0.005258915663169431, 
50	 , 347766	 , 250	 , -0.08787193636600305, 
50	 , 346686	 , 250	 , -0.03922828918655712, 
50	 , 346512	 , 250	 , -0.6487649701948767, 
50	 , 348168	 , 250	 , -0.1213555385723227, 
50	 , 346062	 , 250	 , -5.020205770476806E-5, 
50	 , 346602	 , 250	 , -8.145587251114534E-5, 
50	 , 341736	 , 250	 , -0.17741617883760014, 
50	 , 346110	 , 250	 , -0.09946519425233702, 
50	 , 347310	 , 250	 , -0.1973126020636563, 
50	 , 343842	 , 250	 , -0.0668662389466552, 
50	 , 344166	 , 250	 , -0.0986295034279212, 
50	 , 346650	 , 250	 , -1.0464269156155065E-4, 
50	 , 344760	 , 250	 , -0.10110742347647908, 
50	 , 343680	 , 250	 , -0.005880266412254123, 
50	 , 345024	 , 250	 , -0.1410976272163665, 
50	 , 344670	 , 250	 , -0.010995803002756157, 
50	 , 347070	 , 250	 , -0.020975649148996658, 
50	 , 345270	 , 250	 , -0.018522192546888236, 
50	 , 347904	 , 250	 , -0.14490889560288242, 
50	 , 347136	 , 250	 , -0.2431365115884949, 
50	 , 347610	 , 250	 , -0.005027297915184366, 
50	 , 344868	 , 250	 , -0.038438676924403455, 
50	 , 344544	 , 250	 , -0.04975428637640342, 
50	 , 341634	 , 250	 , -0.09012093116207182, 
50	 , 347334	 , 250	 , -0.017516438091420096, 
50	 , 341544	 , 250	 , -0.27216254615920804, 
50	 , 347280	 , 250	 , -0.01998035758301814, 
50	 , 347310	 , 250	 , -0.135942516511675, 
50	 , 340704	 , 250	 , -0.25102125462080876, 
50	 , 345378	 , 250	 , -0.061524387008447555, 
50	 , 347202	 , 250	 , -0.15794203870113854, 
50	 , 346482	 , 250	 , -0.22709302347918994, 
50	 , 347700	 , 250	 , -0.20787626691455352, 
50	 , 340644	 , 250	 , -0.27216254615920804, 
50	 , 346632	 , 250	 , -0.0260809654721585, 
50	 , 344904	 , 250	 , -0.10303711970241593, 
100	 , 694188	 , 250	 , -0.004245092304538367, 
100	 , 686658	 , 250	 , -0.0024189772349234744, 
100	 , 689328	 , 250	 , -0.12171400116417677, 
100	 , 693318	 , 250	 , -0.2991873039122469, 
100	 , 691674	 , 250	 , -0.08287009724548902, 
100	 , 692130	 , 250	 , -7.111318802383261E-4, 
100	 , 692946	 , 250	 , -0.019863533682474628, 
100	 , 689928	 , 250	 , -2.6204724488649385E-4, 
100	 , 684156	 , 250	 , -0.006718861454327001, 
100	 , 686532	 , 250	 , -0.3640575205022636, 
100	 , 693474	 , 250	 , -0.06242052965938155, 
100	 , 690834	 , 250	 , -6.426670353422279E-5, 
100	 , 692340	 , 250	 , -0.02381256414665782, 
100	 , 691164	 , 250	 , -0.0021894830029753187, 
100	 , 683988	 , 250	 , -0.005357878224564905, 
100	 , 691314	 , 250	 , -1.0038497800926451E-4, 
100	 , 692616	 , 250	 , -0.004997115109319581, 
100	 , 690456	 , 250	 , -0.021153892312808904, 
100	 , 691044	 , 250	 , -0.02142368871613961, 
100	 , 682332	 , 250	 , -0.0038707337655466837, 
100	 , 692424	 , 250	 , -0.0736127489627846, 
100	 , 694392	 , 250	 , -0.008377562090251815, 
100	 , 690576	 , 250	 , -0.03766635912008522, 
100	 , 691296	 , 250	 , -0.003161303164802386, 
100	 , 694326	 , 250	 , -0.03771737157162479, 
100	 , 687618	 , 250	 , -0.024275303526108436, 
100	 , 690960	 , 250	 , -0.00965824597160294, 
100	 , 693216	 , 250	 , -0.0025915651281904627, 
100	 , 692634	 , 250	 , -0.01588452984569833, 
100	 , 681978	 , 250	 , -0.11758973437232634, 
100	 , 684342	 , 250	 , -0.006640767449706575, 
100	 , 688626	 , 250	 , -2.0065773716433516E-4, 
100	 , 687246	 , 250	 , -0.008336176130301548, 
100	 , 694962	 , 250	 , -0.035691623868614346, 
100	 , 693018	 , 250	 , -8.983549224859084E-5, 
100	 , 689406	 , 250	 , -0.0016381029942531568, 
100	 , 686538	 , 250	 , -3.7641745726876526E-4, 
100	 , 686604	 , 250	 , -0.13290517921418551, 
100	 , 692502	 , 250	 , -0.027861399673837536, 
100	 , 691944	 , 250	 , -0.024936293813438582, 
150	 , 1037250	 , 250	 , -0.01034620165093724, 
150	 , 1039716	 , 250	 , -0.018124997198001484, 
150	 , 1032852	 , 250	 , -0.008477439825449783, 
150	 , 1025922	 , 250	 , -0.07213828494445047, 
150	 , 1039710	 , 250	 , -8.366903443443104E-6, 
150	 , 1036134	 , 250	 , -0.00259067055438166, 
150	 , 1040778	 , 250	 , -9.253052482112291E-4, 
150	 , 1038768	 , 250	 , -0.018636500196325578, 
150	 , 1037256	 , 250	 , -0.07356233085921694, 
150	 , 1031094	 , 250	 , -0.012381588434422896, 
150	 , 1022034	 , 250	 , -0.04662794318123269, 
150	 , 1026264	 , 250	 , -0.1057465672786157, 
150	 , 1035474	 , 250	 , -9.394419940192092E-4, 
150	 , 1037490	 , 250	 , -4.681063134136185E-4, 
150	 , 1037238	 , 250	 , -3.73643896980055E-4, 
150	 , 1036050	 , 250	 , -0.0031006155827980907, 
150	 , 1041426	 , 250	 , -4.816456348101724E-6, 
150	 , 1032780	 , 250	 , -0.0010861843338392796, 
150	 , 1025436	 , 250	 , -0.003363392538210345, 
150	 , 1042206	 , 250	 , -0.006455917791557012, 
150	 , 1031406	 , 250	 , -0.015569082329978477, 
150	 , 1032564	 , 250	 , -0.054557900911250665, 
150	 , 1017978	 , 250	 , -0.18170329678301153, 
150	 , 1026786	 , 250	 , -0.034995624463887466, 
150	 , 1037964	 , 250	 , -2.5758448286358636E-5, 
150	 , 1029762	 , 250	 , -0.10256664063822435, 
150	 , 1041060	 , 250	 , -0.04259409739220081, 
150	 , 1039992	 , 250	 , -0.0069003565560639465, 
150	 , 1029948	 , 250	 , -0.0013331143624691283, 
150	 , 1038462	 , 250	 , -0.01732043487176322, 
150	 , 1041174	 , 250	 , -0.0344260214716801, 
150	 , 1039584	 , 250	 , -9.253052482112291E-4, 
150	 , 1041930	 , 250	 , -0.035829972283145814, 
150	 , 1037022	 , 250	 , -0.0015899562307524159, 
150	 , 1035966	 , 250	 , -0.01244772471481173, 
150	 , 1034622	 , 250	 , -0.015338985357468311, 
150	 , 1041576	 , 250	 , -0.11920464399901584, 
150	 , 1032882	 , 250	 , -0.12913767952024724, 
150	 , 1033392	 , 250	 , -0.0010316475666775882, 
150	 , 1037238	 , 250	 , -0.12579813191977968, 
200	 , 1373790	 , 250	 , -0.03810841686863135, 
200	 , 1374438	 , 250	 , -0.01810154830125096, 
200	 , 1383084	 , 250	 , -0.09153413537634883, 
200	 , 1378476	 , 250	 , -0.013091273673980766, 
200	 , 1376946	 , 250	 , -0.024051763264617124, 
200	 , 1383504	 , 250	 , -1.902390995130411E-4, 
200	 , 1384464	 , 250	 , -4.3767153910501783E-4, 
200	 , 1378764	 , 250	 , -0.002862312564572897, 
200	 , 1388550	 , 250	 , -0.005570030504247853, 
200	 , 1388454	 , 250	 , -0.0030881760475976773, 
200	 , 1382706	 , 250	 , -0.0030349656911540257, 
200	 , 1386288	 , 250	 , -0.0034403472487242884, 
200	 , 1388172	 , 250	 , -2.728519416825987E-4, 
200	 , 1385724	 , 250	 , -0.005086444693941691, 
200	 , 1368378	 , 250	 , -0.006770577738991565, 
200	 , 1387584	 , 250	 , -0.0054277711427283765, 
200	 , 1386384	 , 250	 , -0.003081356305175721, 
200	 , 1385676	 , 250	 , -0.001288174140609964, 
200	 , 1381212	 , 250	 , -0.006052516694510539, 
200	 , 1376958	 , 250	 , -0.14532536472568147, 
200	 , 1387110	 , 250	 , -7.289873064251737E-4, 
200	 , 1379424	 , 250	 , -0.0027512562808377035, 
200	 , 1376160	 , 250	 , -2.0065773716433516E-4, 
200	 , 1362834	 , 250	 , -0.0033997044144798315, 
200	 , 1384788	 , 250	 , -0.012247715940786946, 
200	 , 1386696	 , 250	 , -0.0021230394393442964, 
200	 , 1386324	 , 250	 , -0.035659729355850156, 
200	 , 1381950	 , 250	 , -0.0075763053000699075, 
200	 , 1380120	 , 250	 , -7.195755642573656E-6, 
200	 , 1369068	 , 250	 , -0.017821675639797037, 
200	 , 1384518	 , 250	 , -0.00765828965168515, 
200	 , 1372980	 , 250	 , -0.023244955920524994, 
200	 , 1379214	 , 250	 , -0.003650468140121155, 
200	 , 1380774	 , 250	 , -0.004093712104982623, 
200	 , 1383066	 , 250	 , -0.04343897180833693, 
200	 , 1369458	 , 250	 , -0.07213959399776709, 
200	 , 1382112	 , 250	 , -0.005657374478348391, 
200	 , 1385328	 , 250	 , -5.012002036002604E-4, 
200	 , 1390500	 , 250	 , -0.011599928532874296, 
200	 , 1383654	 , 250	 , -0.010977589747045725, 
250	 , 1729302	 , 250	 , -0.03087702858331918, 
250	 , 1723380	 , 250	 , -0.006968570002503467, 
250	 , 1730472	 , 250	 , -0.010431650997821396, 
250	 , 1727994	 , 250	 , -0.11673222815438043, 
250	 , 1732260	 , 250	 , -1.1559902496633587E-5, 
250	 , 1730238	 , 250	 , -1.960593607501376E-4, 
250	 , 1732578	 , 250	 , -0.0031280564913275743, 
250	 , 1734570	 , 250	 , -0.004136343792341135, 
250	 , 1726002	 , 250	 , -4.291500082986498E-4, 
250	 , 1710276	 , 250	 , -0.00465032832696681, 
250	 , 1716048	 , 250	 , -2.9246880071580776E-7, 
250	 , 1716264	 , 250	 , -0.004607466606343114, 
250	 , 1717188	 , 250	 , -0.08118897733102678, 
250	 , 1724082	 , 250	 , -8.27333012448052E-4, 
250	 , 1730196	 , 250	 , -0.07413200824029074, 
250	 , 1727460	 , 250	 , -0.029926228044888807, 
250	 , 1726086	 , 250	 , -8.451039382762503E-5, 
250	 , 1731780	 , 250	 , -0.031810912330469863, 
250	 , 1732476	 , 250	 , -0.005176523317230919, 
250	 , 1724850	 , 250	 , -0.001726489556933028, 
250	 , 1724652	 , 250	 , -0.0012819409257916, 
250	 , 1731888	 , 250	 , -0.010777060823174743, 
250	 , 1734966	 , 250	 , -0.0206308937549302, 
250	 , 1730652	 , 250	 , -0.006093982765547699, 
250	 , 1731708	 , 250	 , -0.0023815853849001255, 
250	 , 1723650	 , 250	 , -7.886179920633809E-5, 
250	 , 1731054	 , 250	 , -0.015941658397276754, 
250	 , 1730160	 , 250	 , -0.016718782294614706, 
250	 , 1727298	 , 250	 , -1.902390995130411E-4, 
250	 , 1730742	 , 250	 , -0.01823798644783042, 
250	 , 1726536	 , 250	 , -0.0011503901277631387, 
250	 , 1731078	 , 250	 , -0.11550554410516539, 
250	 , 1729230	 , 250	 , -0.005297973251587722, 
250	 , 1723152	 , 250	 , -0.023948826621066642, 
250	 , 1727586	 , 250	 , -0.002569290240351381, 
250	 , 1724562	 , 250	 , -0.0014432602409188218, 
250	 , 1724424	 , 250	 , -0.07551554865410466, 
250	 , 1718172	 , 250	 , -0.03993008977845227, 
250	 , 1728234	 , 250	 , -0.00370121527136925, 
250	 , 1732224	 , 250	 , -4.281524322852922E-5, 
300	 , 2078772	 , 250	 , -0.005146404981717385, 
300	 , 2076792	 , 250	 , -1.417474768551584E-4, 
300	 , 2071374	 , 250	 , -0.0014206374420715252, 
300	 , 2077284	 , 250	 , -6.671091210701794E-4, 
300	 , 2081328	 , 250	 , -0.004466269098212352, 
300	 , 2076534	 , 250	 , -3.1162456351871654E-4, 
300	 , 2077572	 , 250	 , -0.002084559222976956, 
300	 , 2070738	 , 250	 , -0.009010011086045887, 
300	 , 2067822	 , 250	 , -7.336720883693532E-4, 
300	 , 2073228	 , 250	 , -4.726274376154059E-5, 
300	 , 2073378	 , 250	 , -0.003934502763303952, 
300	 , 2064372	 , 250	 , -0.029637016147315526, 
300	 , 2065140	 , 250	 , -0.007818633137471885, 
300	 , 2076204	 , 250	 , -0.03432630872717439, 
300	 , 2065632	 , 250	 , -3.6656894352239547E-4, 
300	 , 2062026	 , 250	 , -0.00396466859324782, 
300	 , 2069526	 , 250	 , -0.002451965645511959, 
300	 , 2081802	 , 250	 , -0.005116384305434149, 
300	 , 2074020	 , 250	 , -0.04973248795879323, 
300	 , 2045406	 , 250	 , -0.0028892029954879013, 
300	 , 2073492	 , 250	 , -0.011665147159831362, 
300	 , 2080326	 , 250	 , -0.0013891720958463048, 
300	 , 2074170	 , 250	 , -3.903075731369163E-5, 
300	 , 2077656	 , 250	 , -0.0013184294279347411, 
300	 , 2069430	 , 250	 , -0.009840749900818449, 
300	 , 2079006	 , 250	 , -0.0018431524723390674, 
300	 , 2070930	 , 250	 , -0.0042289390482171665, 
300	 , 2045694	 , 250	 , -0.003743770280972834, 
300	 , 2076072	 , 250	 , -8.588983045566869E-5, 
300	 , 2069790	 , 250	 , -0.04445747689706149, 
300	 , 2079822	 , 250	 , -0.0010002104500737518, 
300	 , 2079756	 , 250	 , -0.003741756059347772, 
300	 , 2067078	 , 250	 , -3.462576736552395E-7, 
300	 , 2080194	 , 250	 , -2.568310593961958E-4, 
300	 , 2074722	 , 250	 , -0.0018146935807779254, 
300	 , 2080848	 , 250	 , -0.0093313852963043, 
300	 , 2046450	 , 250	 , -0.004357423880488234, 
300	 , 2074356	 , 250	 , -1.0464269156155065E-4, 
300	 , 2075400	 , 250	 , -2.1663703798156548E-4, 
300	 , 2080404	 , 250	 , -1.6397658469513672E-5, 
350	 , 2417976	 , 250	 , -5.630823922745184E-5, 
350	 , 2417220	 , 250	 , -0.0012731929857930258, 
350	 , 2423388	 , 250	 , -0.0042176737126687295, 
350	 , 2417538	 , 250	 , -0.01152967358889238, 
350	 , 2414562	 , 250	 , -0.0023696116384509225, 
350	 , 2423766	 , 250	 , -0.02232912310876321, 
350	 , 2415846	 , 250	 , -0.022417007832702347, 
350	 , 2416980	 , 250	 , -0.02647775912116416, 
350	 , 2421840	 , 250	 , -1.3396411249653296E-4, 
350	 , 2418738	 , 250	 , -2.7036410870343367E-5, 
350	 , 2411868	 , 250	 , -8.311703312973112E-5, 
350	 , 2427936	 , 250	 , -0.005116384305434149, 
350	 , 2418522	 , 250	 , -1.6791900613156137E-4, 
350	 , 2416686	 , 250	 , -0.0034160049226091187, 
350	 , 2420772	 , 250	 , -0.06383359139036787, 
350	 , 2414874	 , 250	 , -0.013091273673980766, 
350	 , 2401218	 , 250	 , -0.004256453773391633, 
350	 , 2385846	 , 250	 , -0.0043843219410304385, 
350	 , 2423850	 , 250	 , -0.042656090403447096, 
350	 , 2427768	 , 250	 , -2.8704724488062795E-4, 
350	 , 2416080	 , 250	 , -0.015050313256031081, 
350	 , 2414034	 , 250	 , -0.020154350281424083, 
350	 , 2397066	 , 250	 , -0.040265918317758345, 
350	 , 2404770	 , 250	 , -0.011220029358488566, 
350	 , 2419338	 , 250	 , -0.013111154384751763, 
350	 , 2415318	 , 250	 , -0.0012079817977226706, 
350	 , 2410302	 , 250	 , -0.004896453620650245, 
350	 , 2425056	 , 250	 , -0.002282982941916445, 
350	 , 2422146	 , 250	 , -0.00783388018480261, 
350	 , 2415684	 , 250	 , -5.732135859499264E-4, 
350	 , 2426688	 , 250	 , -0.008554832285834138, 
350	 , 2423232	 , 250	 , -5.435049614261243E-4, 
350	 , 2405160	 , 250	 , -0.03868326999817076, 
350	 , 2421696	 , 250	 , -5.949170124639472E-5, 
350	 , 2422356	 , 250	 , -3.25337481291239E-5, 
350	 , 2408124	 , 250	 , -0.007038784509460726, 
350	 , 2417556	 , 250	 , -0.005657374478348391, 
350	 , 2410902	 , 250	 , -0.004366363324133469, 
350	 , 2418468	 , 250	 , -7.29199219325299E-4, 
350	 , 2427816	 , 250	 , -0.04145239423074871, 
400	 , 2760060	 , 250	 , -0.025934768078472906, 
400	 , 2769060	 , 250	 , -8.876753292260571E-6, 
400	 , 2767806	 , 250	 , -0.014188582894892736, 
400	 , 2771268	 , 250	 , -1.5932442164311855E-4, 
400	 , 2770752	 , 250	 , -5.449620272773617E-5, 
400	 , 2761956	 , 250	 , -0.003625069682837675, 
400	 , 2758818	 , 250	 , -0.002268663085051592, 
400	 , 2751864	 , 250	 , -0.0033043333094268093, 
400	 , 2772624	 , 250	 , -0.003741756059347772, 
400	 , 2775792	 , 250	 , -0.00449433906951847, 
400	 , 2763780	 , 250	 , -9.622492368727866E-5, 
400	 , 2763630	 , 250	 , -1.0641600770238545E-4, 
400	 , 2774142	 , 250	 , -0.008516103343614622, 
400	 , 2762724	 , 250	 , -4.442108904861342E-5, 
400	 , 2768016	 , 250	 , -3.5435486381088244E-4, 
400	 , 2769360	 , 250	 , -0.0010259684535467715, 
400	 , 2755116	 , 250	 , -0.015052837708986211, 
400	 , 2770566	 , 250	 , -8.983549224859084E-5, 
400	 , 2774376	 , 250	 , -1.7096720841823148E-6, 
400	 , 2764854	 , 250	 , -0.0022487501391044726, 
400	 , 2764074	 , 250	 , -0.0016576935884442157, 
400	 , 2764452	 , 250	 , -1.31979074196257E-4, 
400	 , 2756970	 , 250	 , -0.01909719674304914, 
400	 , 2770044	 , 250	 , -1.467864642498496E-4, 
